,model,batch_size,epochs,dataset_size,time_to_train,time_to_retrain,time_to_predict,accuracy,name
63,RNN,128,1,27600,13.856774806976318,5.289527177810669,5.244638204574585,0.7570000290870667,Aleks
64,FNN,128,1,27600,6.869559049606323,5.276085615158081,1.9025452136993408,0.9036999940872192,Aleks
65,CNN,128,1,27600,10.468857288360596,10.471233606338501,5.279489755630493,0.9556000232696533,Aleks
66,RNN,128,1,28200,14.00013279914856,5.2877516746521,5.260102272033691,0.8137000203132629,Aleks
67,FNN,128,1,28200,6.832399129867554,5.322193622589111,2.6859538555145264,0.9021999835968018,Aleks
68,CNN,128,1,28200,22.112987995147705,20.747839212417603,5.2755632400512695,0.9577999711036682,Aleks
69,RNN,128,1,28800,13.92629885673523,5.330790758132935,5.272772550582886,0.8508999943733215,Aleks
70,FNN,128,1,28800,6.862022399902344,5.332673788070679,2.695981025695801,0.9056000113487244,Aleks
71,CNN,128,1,28800,11.993454456329346,10.468493223190308,3.529323101043701,0.9571999907493591,Aleks
72,RNN,128,1,29400,13.752477645874023,10.50615119934082,3.1296894550323486,0.7642999887466431,Aleks
73,FNN,128,1,29400,6.982062101364136,5.295992136001587,2.710390329360962,0.9071000218391418,Aleks
74,CNN,128,1,29400,10.772759437561035,8.202441930770874,5.272719383239746,0.9563000202178955,Aleks
75,RNN,128,1,30000,14.101688623428345,5.383759260177612,5.28491997718811,0.7818999886512756,Aleks
76,FNN,128,1,30000,6.831007957458496,5.3054187297821045,2.6825969219207764,0.9010999798774719,Aleks
77,CNN,128,1,30000,22.25221562385559,11.37523603439331,5.302860736846924,0.9587000012397766,Aleks
78,RNN,128,1,30600,13.865400314331055,5.335704803466797,2.718388557434082,0.8744999766349792,Aleks
79,FNN,128,1,30600,14.233265399932861,5.4211225509643555,2.167165756225586,0.9052000045776367,Aleks
80,CNN,128,1,30600,22.250630378723145,20.71135425567627,5.294636249542236,0.9585999846458435,Aleks
81,RNN,128,1,31200,14.036161661148071,10.387511730194092,5.29750657081604,0.6639999747276306,Aleks
82,FNN,128,1,31200,11.991679906845093,10.421180963516235,2.705498695373535,0.896399974822998,Aleks
83,CNN,128,1,31200,22.358291149139404,20.679824590682983,3.553330421447754,0.9620000123977661,Aleks
84,RNN,128,1,31800,13.744828224182129,5.342552900314331,2.759573459625244,0.7329999804496765,Aleks
85,FNN,128,1,31800,6.933631658554077,5.302489519119263,2.717409610748291,0.9103999733924866,Aleks
86,CNN,128,1,31800,11.3931565284729,8.405703783035278,5.30812406539917,0.9632999897003174,Aleks
87,RNN,128,1,32400,14.071994066238403,10.470587968826294,2.773324966430664,0.7315999865531921,Aleks
88,FNN,128,1,32400,12.163034915924072,5.327106714248657,1.9693684577941895,0.9139000177383423,Aleks
